r1_low,r1_high,r2_low,r2_high,observed_count,expected_probability,expected_count,standardized_residual
0.16,0.18,0.92,0.9400000000000001,61,0.0007342659980402881,73.42659980402881,-1.4501923285226734
0.16,0.18,0.9400000000000001,0.96,92,0.0007603028316326836,76.03028316326836,1.8314873005792875
0.16,0.18,0.96,0.98,74,0.0008078915789882143,80.78915789882143,-0.7553345819744337
0.16,0.18,0.98,1.0,88,0.0008779746094597357,87.79746094597357,0.021615625080594142
0.18,0.2,0.0,0.02,0,0.0,0.0,nan
0.18,0.2,0.02,0.04,0,0.0,0.0,nan
0.18,0.2,0.04,0.06,0,0.0,0.0,nan
0.18,0.2,0.06,0.08,0,0.0,0.0,nan
0.18,0.2,0.08,0.1,0,0.0,0.0,nan
0.18,0.2,0.1,0.12,0,0.0,0.0,nan
0.18,0.2,0.12,0.14,0,0.0,0.0,nan
0.18,0.2,0.14,0.16,0,0.0,0.0,nan
0.18,0.2,0.16,0.18,0,0.0,0.0,nan
0.18,0.2,0.18,0.2,0,0.0,0.0,nan
0.18,0.2,0.2,0.22,0,0.0,0.0,nan
0.18,0.2,0.22,0.24,0,0.0,0.0,nan
0.18,0.2,0.24,0.26,0,0.0,0.0,nan
0.18,0.2,0.26,0.28,0,0.0,0.0,nan
0.18,0.2,0.28,0.3,0,0.0,0.0,nan
0.18,0.2,0.3,0.32,0,0.0,0.0,nan
0.18,0.2,0.32,0.34,0,0.0,0.0,nan
0.18,0.2,0.34,0.36,0,0.0,0.0,nan
0.18,0.2,0.36,0.38,0,0.0,0.0,nan
0.18,0.2,0.38,0.4,0,0.0,0.0,nan
0.18,0.2,0.4,0.42,0,0.0,0.0,nan
0.18,0.2,0.42,0.44,0,0.0,0.0,nan
0.18,0.2,0.44,0.46,0,0.0,0.0,nan
0.18,0.2,0.46,0.48,0,0.0,0.0,nan
0.18,0.2,0.48,0.5,0,0.0,0.0,nan
0.18,0.2,0.5,0.52,0,0.0,0.0,nan
0.18,0.2,0.52,0.54,0,0.0,0.0,nan
0.18,0.2,0.54,0.56,0,0.0,0.0,nan
0.18,0.2,0.56,0.58,0,0.0,0.0,nan
0.18,0.2,0.58,0.6,0,0.0,0.0,nan
0.18,0.2,0.6,0.62,0,0.0,0.0,nan
0.18,0.2,0.62,0.64,0,0.0,0.0,nan
0.18,0.2,0.64,0.66,0,0.0,0.0,nan
0.18,0.2,0.66,0.68,0,0.0,0.0,nan
0.18,0.2,0.68,0.7000000000000001,0,0.0,0.0,nan
0.18,0.2,0.7000000000000001,0.72,0,0.0,0.0,nan
0.18,0.2,0.72,0.74,0,0.0,0.0,nan
0.18,0.2,0.74,0.76,0,0.0,0.0,nan
0.18,0.2,0.76,0.78,0,0.0,0.0,nan
0.18,0.2,0.78,0.8,0,0.0,0.0,nan
0.18,0.2,0.8,0.8200000000000001,51,0.0004414735286586562,44.14735286586562,1.0313499104210218
0.18,0.2,0.8200000000000001,0.84,91,0.0008497464162087052,84.97464162087051,0.653639384510367
0.18,0.2,0.84,0.86,80,0.0007948568284749309,79.4856828474931,0.05768814226131375
0.18,0.2,0.86,0.88,77,0.0007575099205754071,75.75099205754071,0.14350632326216692
0.18,0.2,0.88,0.9,68,0.0007369362344822358,73.69362344822358,-0.6632446965207444
0.18,0.2,0.9,0.92,63,0.0007327133117260402,73.27133117260402,-1.1999404434462562
0.18,0.2,0.92,0.9400000000000001,82,0.0007447549980211121,74.4754998021112,0.8719085667222533
0.18,0.2,0.9400000000000001,0.96,83,0.0007733092766724223,77.33092766724224,0.6446669238027529
0.18,0.2,0.96,0.98,86,0.0008189645463532656,81.89645463532656,0.45344716220280745
0.18,0.2,0.98,1.0,81,0.0008826645894682038,88.26645894682038,-0.7734370499896128
0.2,0.22,0.0,0.02,0,0.0,0.0,nan
0.2,0.22,0.02,0.04,0,0.0,0.0,nan
0.2,0.22,0.04,0.06,0,0.0,0.0,nan
0.2,0.22,0.06,0.08,0,0.0,0.0,nan
0.2,0.22,0.08,0.1,0,0.0,0.0,nan
0.2,0.22,0.1,0.12,0,0.0,0.0,nan
0.2,0.22,0.12,0.14,0,0.0,0.0,nan
0.2,0.22,0.14,0.16,0,0.0,0.0,nan
0.2,0.22,0.16,0.18,0,0.0,0.0,nan
0.2,0.22,0.18,0.2,0,0.0,0.0,nan
0.2,0.22,0.2,0.22,0,0.0,0.0,nan
0.2,0.22,0.22,0.24,0,0.0,0.0,nan
0.2,0.22,0.24,0.26,0,0.0,0.0,nan
0.2,0.22,0.26,0.28,0,0.0,0.0,nan
0.2,0.22,0.28,0.3,0,0.0,0.0,nan
0.2,0.22,0.3,0.32,0,0.0,0.0,nan
0.2,0.22,0.32,0.34,0,0.0,0.0,nan
0.2,0.22,0.34,0.36,0,0.0,0.0,nan
0.2,0.22,0.36,0.38,0,0.0,0.0,nan
0.2,0.22,0.38,0.4,0,0.0,0.0,nan
0.2,0.22,0.4,0.42,0,0.0,0.0,nan
0.2,0.22,0.42,0.44,0,0.0,0.0,nan
0.2,0.22,0.44,0.46,0,0.0,0.0,nan
0.2,0.22,0.46,0.48,0,0.0,0.0,nan
0.2,0.22,0.48,0.5,0,0.0,0.0,nan
0.2,0.22,0.5,0.52,0,0.0,0.0,nan
0.2,0.22,0.52,0.54,0,0.0,0.0,nan
0.2,0.22,0.54,0.56,0,0.0,0.0,nan
0.2,0.22,0.56,0.58,0,0.0,0.0,nan
0.2,0.22,0.58,0.6,0,0.0,0.0,nan
0.2,0.22,0.6,0.62,0,0.0,0.0,nan
0.2,0.22,0.62,0.64,0,0.0,0.0,nan
0.2,0.22,0.64,0.66,0,0.0,0.0,nan
0.2,0.22,0.66,0.68,0,0.0,0.0,nan
0.2,0.22,0.68,0.7000000000000001,0,0.0,0.0,nan
0.2,0.22,0.7000000000000001,0.72,0,0.0,0.0,nan
0.2,0.22,0.72,0.74,0,0.0,0.0,nan
0.2,0.22,0.74,0.76,0,0.0,0.0,nan
0.2,0.22,0.76,0.78,0,0.0,0.0,nan
0.2,0.22,0.78,0.8,47,0.00044271138769864623,44.27113876986462,0.41012959063929777
0.2,0.22,0.8,0.8200000000000001,74,0.000856479012061329,85.6479012061329,-1.2586046034760128
0.2,0.22,0.8200000000000001,0.84,75,0.0008055644088663845,80.55644088663844,-0.6190796997713803
0.2,0.22,0.84,0.86,77,0.0007690423854438426,76.90423854438426,0.01091982304480606
0.2,0.22,0.86,0.88,94,0.0007461264408236241,74.61264408236241,2.24446257380575
0.2,0.22,0.88,0.9,76,0.0007363249268812531,73.63249268812531,0.27590309830335863
0.2,0.22,0.9,0.92,64,0.000739428228561315,73.9428228561315,-1.1562764724588994
0.2,0.22,0.92,0.9400000000000001,72,0.0007555033343508216,75.55033343508215,-0.408461332428322
0.2,0.22,0.9400000000000001,0.96,80,0.0007848955794782286,78.48955794782286,0.1704896922132168
0.2,0.22,0.96,0.98,80,0.0008282376319414506,82.82376319414506,-0.31027786436648397
0.2,0.22,0.98,1.0,77,0.0008864660832527568,88.64660832527568,-1.2369963224339429
0.22,0.24,0.0,0.02,0,0.0,0.0,nan
0.22,0.24,0.02,0.04,0,0.0,0.0,nan
0.22,0.24,0.04,0.06,0,0.0,0.0,nan
0.22,0.24,0.06,0.08,0,0.0,0.0,nan
0.22,0.24,0.08,0.1,0,0.0,0.0,nan
0.22,0.24,0.1,0.12,0,0.0,0.0,nan
0.22,0.24,0.12,0.14,0,0.0,0.0,nan
0.22,0.24,0.14,0.16,0,0.0,0.0,nan
0.22,0.24,0.16,0.18,0,0.0,0.0,nan
0.22,0.24,0.18,0.2,0,0.0,0.0,nan
0.22,0.24,0.2,0.22,0,0.0,0.0,nan
0.22,0.24,0.22,0.24,0,0.0,0.0,nan
0.22,0.24,0.24,0.26,0,0.0,0.0,nan
0.22,0.24,0.26,0.28,0,0.0,0.0,nan
0.22,0.24,0.28,0.3,0,0.0,0.0,nan
0.22,0.24,0.3,0.32,0,0.0,0.0,nan
0.22,0.24,0.32,0.34,0,0.0,0.0,nan
0.22,0.24,0.34,0.36,0,0.0,0.0,nan
0.22,0.24,0.36,0.38,0,0.0,0.0,nan
0.22,0.24,0.38,0.4,0,0.0,0.0,nan
0.22,0.24,0.4,0.42,0,0.0,0.0,nan
0.22,0.24,0.42,0.44,0,0.0,0.0,nan
0.22,0.24,0.44,0.46,0,0.0,0.0,nan
0.22,0.24,0.46,0.48,0,0.0,0.0,nan
0.22,0.24,0.48,0.5,0,0.0,0.0,nan
0.22,0.24,0.5,0.52,0,0.0,0.0,nan
0.22,0.24,0.52,0.54,0,0.0,0.0,nan
0.22,0.24,0.54,0.56,0,0.0,0.0,nan
0.22,0.24,0.56,0.58,0,0.0,0.0,nan
0.22,0.24,0.58,0.6,0,0.0,0.0,nan
0.22,0.24,0.6,0.62,0,0.0,0.0,nan
0.22,0.24,0.62,0.64,0,0.0,0.0,nan
0.22,0.24,0.64,0.66,0,0.0,0.0,nan
0.22,0.24,0.66,0.68,0,0.0,0.0,nan
0.22,0.24,0.68,0.7000000000000001,0,0.0,0.0,nan
0.22,0.24,0.7000000000000001,0.72,0,0.0,0.0,nan
0.22,0.24,0.72,0.74,0,0.0,0.0,nan
0.22,0.24,0.74,0.76,0,0.0,0.0,nan
0.22,0.24,0.76,0.78,47,0.00043093858350157595,43.093858350157596,0.5950319673968395
0.22,0.24,0.78,0.8,94,0.0008620834501332983,86.20834501332983,0.8391798744856135
0.22,0.24,0.8,0.8200000000000001,77,0.0008147626235539544,81.47626235539543,-0.4959067089947495
0.22,0.24,0.8200000000000001,0.84,79,0.000779537487666585,77.9537487666585,0.11849976263354384
0.22,0.24,0.84,0.86,74,0.0007556140977146701,75.56140977146701,-0.17962503545100267
0.22,0.24,0.86,0.88,71,0.0007424554860413897,74.24554860413897,-0.3766629531153012
0.22,0.24,0.88,0.9,76,0.0007397672190015298,73.97672190015298,0.23523830386868982
0.22,0.24,0.9,0.92,76,0.0007474895460350146,74.74895460350146,0.14470065851261737
0.22,0.24,0.92,0.9400000000000001,66,0.0007657958174827089,76.5795817482709,-1.2089601997888793
0.22,0.24,0.9400000000000001,0.96,99,0.000795097106481081,79.5097106481081,2.185788819578021
0.22,0.24,0.96,0.98,88,0.0008360532251328787,83.60532251328787,0.48062908199349375
0.22,0.24,0.98,1.0,87,0.0008895905915514207,88.95905915514207,-0.20770763436288783
0.24,0.26,0.0,0.02,0,0.0,0.0,nan
0.24,0.26,0.02,0.04,0,0.0,0.0,nan
0.24,0.26,0.04,0.06,0,0.0,0.0,nan
0.24,0.26,0.06,0.08,0,0.0,0.0,nan
0.24,0.26,0.08,0.1,0,0.0,0.0,nan
0.24,0.26,0.1,0.12,0,0.0,0.0,nan
0.24,0.26,0.12,0.14,0,0.0,0.0,nan
0.24,0.26,0.14,0.16,0,0.0,0.0,nan
0.24,0.26,0.16,0.18,0,0.0,0.0,nan
0.24,0.26,0.18,0.2,0,0.0,0.0,nan
0.24,0.26,0.2,0.22,0,0.0,0.0,nan
0.24,0.26,0.22,0.24,0,0.0,0.0,nan
0.24,0.26,0.24,0.26,0,0.0,0.0,nan
0.24,0.26,0.26,0.28,0,0.0,0.0,nan
0.24,0.26,0.28,0.3,0,0.0,0.0,nan
0.24,0.26,0.3,0.32,0,0.0,0.0,nan
0.24,0.26,0.32,0.34,0,0.0,0.0,nan
0.24,0.26,0.34,0.36,0,0.0,0.0,nan
0.24,0.26,0.36,0.38,0,0.0,0.0,nan
0.24,0.26,0.38,0.4,0,0.0,0.0,nan
0.24,0.26,0.4,0.42,0,0.0,0.0,nan
0.24,0.26,0.42,0.44,0,0.0,0.0,nan
0.24,0.26,0.44,0.46,0,0.0,0.0,nan
0.24,0.26,0.46,0.48,0,0.0,0.0,nan
0.24,0.26,0.48,0.5,0,0.0,0.0,nan
0.24,0.26,0.5,0.52,0,0.0,0.0,nan
0.24,0.26,0.52,0.54,0,0.0,0.0,nan
0.24,0.26,0.54,0.56,0,0.0,0.0,nan
0.24,0.26,0.56,0.58,0,0.0,0.0,nan
0.24,0.26,0.58,0.6,0,0.0,0.0,nan
0.24,0.26,0.6,0.62,0,0.0,0.0,nan
0.24,0.26,0.62,0.64,0,0.0,0.0,nan
0.24,0.26,0.64,0.66,0,0.0,0.0,nan
0.24,0.26,0.66,0.68,0,0.0,0.0,nan
0.24,0.26,0.68,0.7000000000000001,0,0.0,0.0,nan
0.24,0.26,0.7000000000000001,0.72,0,0.0,0.0,nan
0.24,0.26,0.72,0.74,0,0.0,0.0,nan
0.24,0.26,0.74,0.76,37,0.0004317825649029612,43.17825649029612,-0.9402284390996299
0.24,0.26,0.76,0.78,91,0.000866787572031388,86.6787572031388,0.46414356185429645
0.24,0.26,0.78,0.8,89,0.0008226741571915226,82.26741571915227,0.7422801917972255
0.24,0.26,0.8,0.8200000000000001,72,0.0007889447353741997,78.89447353741997,-0.7762074696935383
0.24,0.26,0.8200000000000001,0.84,84,0.0007648025546676887,76.48025546676887,0.8598613369983303
0.24,0.26,0.84,0.86,59,0.0007496799190405645,74.96799190405645,-1.8442184596506817
0.24,0.26,0.86,0.88,70,0.000743222410621083,74.3222410621083,-0.5013598902263601
0.24,0.26,0.88,0.9,73,0.0007452791482468751,74.52791482468751,-0.17698630376979707
0.24,0.26,0.9,0.92,85,0.0007558986689252962,75.58986689252961,1.0823406663518345
0.24,0.26,0.92,0.9400000000000001,83,0.0007753302589921186,77.53302589921186,0.6208742518295237
0.24,0.26,0.9400000000000001,0.96,79,0.0008040307911681373,80.40307911681373,-0.15647530988514236
0.24,0.26,0.96,0.98,102,0.0008426773566199316,84.26773566199316,1.931672667117104
0.24,0.26,0.98,1.0,90,0.0008921862320667039,89.21862320667039,0.08272423318145707
0.26,0.28,0.0,0.02,0,0.0,0.0,nan
0.26,0.28,0.02,0.04,0,0.0,0.0,nan
0.26,0.28,0.04,0.06,0,0.0,0.0,nan
0.26,0.28,0.06,0.08,0,0.0,0.0,nan
0.26,0.28,0.08,0.1,0,0.0,0.0,nan
0.26,0.28,0.1,0.12,0,0.0,0.0,nan
0.26,0.28,0.12,0.14,0,0.0,0.0,nan
0.26,0.28,0.14,0.16,0,0.0,0.0,nan
0.26,0.28,0.16,0.18,0,0.0,0.0,nan
0.26,0.28,0.18,0.2,0,0.0,0.0,nan
0.26,0.28,0.2,0.22,0,0.0,0.0,nan
0.26,0.28,0.22,0.24,0,0.0,0.0,nan
0.26,0.28,0.24,0.26,0,0.0,0.0,nan
0.26,0.28,0.26,0.28,0,0.0,0.0,nan
0.26,0.28,0.28,0.3,0,0.0,0.0,nan
0.26,0.28,0.3,0.32,0,0.0,0.0,nan
0.26,0.28,0.32,0.34,0,0.0,0.0,nan
0.26,0.28,0.34,0.36,0,0.0,0.0,nan
0.26,0.28,0.36,0.38,0,0.0,0.0,nan
0.26,0.28,0.38,0.4,0,0.0,0.0,nan
0.26,0.28,0.4,0.42,0,0.0,0.0,nan
0.26,0.28,0.42,0.44,0,0.0,0.0,nan
0.26,0.28,0.44,0.46,0,0.0,0.0,nan
0.26,0.28,0.46,0.48,0,0.0,0.0,nan
0.26,0.28,0.48,0.5,0,0.0,0.0,nan
0.26,0.28,0.5,0.52,0,0.0,0.0,nan
0.26,0.28,0.52,0.54,0,0.0,0.0,nan
0.26,0.28,0.54,0.56,0,0.0,0.0,nan
0.26,0.28,0.56,0.58,0,0.0,0.0,nan
0.26,0.28,0.58,0.6,0,0.0,0.0,nan
0.26,0.28,0.6,0.62,0,0.0,0.0,nan
0.26,0.28,0.62,0.64,0,0.0,0.0,nan
0.26,0.28,0.64,0.66,0,0.0,0.0,nan
0.26,0.28,0.66,0.68,0,0.0,0.0,nan
0.26,0.28,0.68,0.7000000000000001,0,0.0,0.0,nan
0.26,0.28,0.7000000000000001,0.72,0,0.0,0.0,nan
0.26,0.28,0.72,0.74,42,0.0004260937768690688,42.60937768690688,-0.09335421949344665
0.26,0.28,0.74,0.76,92,0.0008707602802382238,87.07602802382239,0.5276746944469558
0.26,0.28,0.76,0.78,96,0.0008294884938751862,82.94884938751862,1.432991513631741
0.26,0.28,0.78,0.8,91,0.000797303696559423,79.7303696559423,1.2621116691921632
0.26,0.28,0.8,0.8200000000000001,62,0.0007734080338244259,77.34080338244259,-1.7443907065945525
0.26,0.28,0.8200000000000001,0.84,73,0.0007572119937569086,75.72119937569086,-0.31271709317051793
0.26,0.28,0.84,0.86,70,0.0007483174475284841,74.83174475284841,-0.5585487035253384
0.26,0.28,0.86,0.88,59,0.000746506351080556,74.6506351080556,-1.8114035418495367
0.26,0.28,0.88,0.9,68,0.0007517346131217979,75.1734613121798,-0.8273637458185189
0.26,0.28,0.9,0.92,75,0.0007641308640622916,76.41308640622916,-0.1616534016006462
0.26,0.28,0.92,0.9400000000000001,79,0.0007840000730442761,78.40000730442762,0.06776226461022233
0.26,0.28,0.9400000000000001,0.96,75,0.0008118321694259121,81.1832169425912,-0.6862484175869705
0.26,0.28,0.96,0.98,93,0.0008483160442257867,84.83160442257866,0.8868658274438316
0.26,0.28,0.98,1.0,93,0.0008943595503230128,89.43595503230128,0.3768661234852449
0.28,0.3,0.0,0.02,0,0.0,0.0,nan
0.28,0.3,0.02,0.04,0,0.0,0.0,nan
0.28,0.3,0.04,0.06,0,0.0,0.0,nan
0.28,0.3,0.06,0.08,0,0.0,0.0,nan
0.28,0.3,0.08,0.1,0,0.0,0.0,nan
0.28,0.3,0.1,0.12,0,0.0,0.0,nan
0.28,0.3,0.12,0.14,0,0.0,0.0,nan
0.28,0.3,0.14,0.16,0,0.0,0.0,nan
0.28,0.3,0.16,0.18,0,0.0,0.0,nan
0.28,0.3,0.18,0.2,0,0.0,0.0,nan
0.28,0.3,0.2,0.22,0,0.0,0.0,nan
0.28,0.3,0.22,0.24,0,0.0,0.0,nan
0.28,0.3,0.24,0.26,0,0.0,0.0,nan
0.28,0.3,0.26,0.28,0,0.0,0.0,nan
0.28,0.3,0.28,0.3,0,0.0,0.0,nan
0.28,0.3,0.3,0.32,0,0.0,0.0,nan
0.28,0.3,0.32,0.34,0,0.0,0.0,nan
0.28,0.3,0.34,0.36,0,0.0,0.0,nan
0.28,0.3,0.36,0.38,0,0.0,0.0,nan
0.28,0.3,0.38,0.4,0,0.0,0.0,nan
0.28,0.3,0.4,0.42,0,0.0,0.0,nan
0.28,0.3,0.42,0.44,0,0.0,0.0,nan
0.28,0.3,0.44,0.46,0,0.0,0.0,nan
0.28,0.3,0.46,0.48,0,0.0,0.0,nan
0.28,0.3,0.48,0.5,0,0.0,0.0,nan
0.28,0.3,0.5,0.52,0,0.0,0.0,nan
0.28,0.3,0.52,0.54,0,0.0,0.0,nan
0.28,0.3,0.54,0.56,0,0.0,0.0,nan
0.28,0.3,0.56,0.58,0,0.0,0.0,nan
0.28,0.3,0.58,0.6,0,0.0,0.0,nan
0.28,0.3,0.6,0.62,0,0.0,0.0,nan
0.28,0.3,0.62,0.64,0,0.0,0.0,nan
0.28,0.3,0.64,0.66,0,0.0,0.0,nan
0.28,0.3,0.66,0.68,0,0.0,0.0,nan
0.28,0.3,0.68,0.7000000000000001,0,0.0,0.0,nan
0.28,0.3,0.7000000000000001,0.72,51,0.0004330820348539597,43.30820348539597,1.1688067261851471
0.28,0.3,0.72,0.74,84,0.000874128814874321,87.4128814874321,-0.3650341445112392
0.28,0.3,0.74,0.76,92,0.0008353623326488052,83.53623326488052,0.9260325262248337
0.28,0.3,0.76,0.78,62,0.0008046881575247892,80.46881575247892,-2.058852545976628
0.28,0.3,0.78,0.8,101,0.0007813072257725004,78.13072257725004,2.587268627763853
0.28,0.3,0.8,0.8200000000000001,71,0.0007646135071973171,76.46135071973171,-0.6245670725515553
0.28,0.3,0.8200000000000001,0.84,91,0.0007541759242704234,75.41759242704234,1.7943130983056736
0.28,0.3,0.84,0.86,92,0.0007497256990296546,74.97256990296546,1.9665179147608727
0.28,0.3,0.86,0.88,73,0.0007511485544947636,75.11485544947635,-0.24401570053598143
0.28,0.3,0.88,0.9,71,0.0007584814226602195,75.84814226602195,-0.5566764914937153
0.28,0.3,0.9,0.92,75,0.0007719135135510501,77.19135135510501,-0.2494179438658257
0.28,0.3,0.92,0.9400000000000001,86,0.0007917917927809523,79.17917927809523,0.7665334949133371
0.28,0.3,0.9400000000000001,0.96,80,0.0008186311111029022,81.86311111029022,-0.20591815243163095
0.28,0.3,0.96,0.98,83,0.0008531294414394868,85.31294414394868,-0.2504134664340952
0.28,0.3,0.98,1.0,101,0.000896188921133772,89.6188921133772,1.2022222319521931
0.3,0.32,0.0,0.02,0,0.0,0.0,nan
0.3,0.32,0.02,0.04,0,0.0,0.0,nan
0.3,0.32,0.04,0.06,0,0.0,0.0,nan
0.3,0.32,0.06,0.08,0,0.0,0.0,nan
0.3,0.32,0.08,0.1,0,0.0,0.0,nan
0.3,0.32,0.1,0.12,0,0.0,0.0,nan
0.3,0.32,0.12,0.14,0,0.0,0.0,nan
0.3,0.32,0.14,0.16,0,0.0,0.0,nan
0.3,0.32,0.16,0.18,0,0.0,0.0,nan
0.3,0.32,0.18,0.2,0,0.0,0.0,nan
0.3,0.32,0.2,0.22,0,0.0,0.0,nan
0.3,0.32,0.22,0.24,0,0.0,0.0,nan
0.3,0.32,0.24,0.26,0,0.0,0.0,nan
0.3,0.32,0.26,0.28,0,0.0,0.0,nan
0.3,0.32,0.28,0.3,0,0.0,0.0,nan
0.3,0.32,0.3,0.32,0,0.0,0.0,nan
0.3,0.32,0.32,0.34,0,0.0,0.0,nan
0.3,0.32,0.34,0.36,0,0.0,0.0,nan
0.3,0.32,0.36,0.38,0,0.0,0.0,nan
0.3,0.32,0.38,0.4,0,0.0,0.0,nan
0.3,0.32,0.4,0.42,0,0.0,0.0,nan
0.3,0.32,0.42,0.44,0,0.0,0.0,nan
0.3,0.32,0.44,0.46,0,0.0,0.0,nan
0.3,0.32,0.46,0.48,0,0.0,0.0,nan
0.3,0.32,0.48,0.5,0,0.0,0.0,nan
0.3,0.32,0.5,0.52,0,0.0,0.0,nan
0.3,0.32,0.52,0.54,0,0.0,0.0,nan
0.3,0.32,0.54,0.56,0,0.0,0.0,nan
0.3,0.32,0.56,0.58,0,0.0,0.0,nan
0.3,0.32,0.58,0.6,0,0.0,0.0,nan
0.3,0.32,0.6,0.62,0,0.0,0.0,nan
0.3,0.32,0.62,0.64,0,0.0,0.0,nan
0.3,0.32,0.64,0.66,0,0.0,0.0,nan
0.3,0.32,0.66,0.68,0,0.0,0.0,nan
0.3,0.32,0.68,0.7000000000000001,45,0.000446371674160116,44.6371674160116,0.054307269559503914
0.3,0.32,0.7000000000000001,0.72,73,0.0008769903809040178,87.69903809040177,-1.5696090726592584
0.3,0.32,0.72,0.74,86,0.0008404237449040769,84.04237449040768,0.21354059992328486
0.3,0.32,0.74,0.76,65,0.0008111807871741683,81.11807871741684,-1.7895937094968795
0.3,0.32,0.76,0.78,75,0.0007884599501721815,78.84599501721816,-0.4331306310003201
0.3,0.32,0.78,0.8,72,0.0007716415936531128,77.16415936531128,-0.5878842449362796
0.3,0.32,0.8,0.8200000000000001,90,0.0007602687849159063,76.02687849159062,1.6025436064262688
0.3,0.32,0.8200000000000001,0.84,65,0.0007540334005027325,75.40334005027326,-1.198057059322896
0.3,0.32,0.84,0.86,81,0.0007527668864997106,75.27668864997106,0.6596553954922343
0.3,0.32,0.86,0.88,69,0.0007564352515436718,75.64352515436718,-0.7638581273988428
0.3,0.32,0.88,0.9,74,0.0007651380646094373,76.51380646094373,-0.28738356907925194
0.3,0.32,0.9,0.92,86,0.0007791114123444332,77.91114123444332,0.9164050411760662
0.3,0.32,0.92,0.9400000000000001,83,0.0007987349504072721,79.87349504072722,0.3498305861290689
0.3,0.32,0.9400000000000001,0.96,70,0.000824543371950455,82.4543371950455,-1.3715570201272458
0.3,0.32,0.96,0.98,71,0.0008572428269022844,85.72428269022843,-1.5903115640067682
0.3,0.32,0.98,1.0,104,0.0008977330729540436,89.77330729540436,1.501517292962755
0.32,0.34,0.0,0.02,0,0.0,0.0,nan
0.32,0.34,0.02,0.04,0,0.0,0.0,nan
0.32,0.34,0.04,0.06,0,0.0,0.0,nan
0.32,0.34,0.06,0.08,0,0.0,0.0,nan
0.32,0.34,0.08,0.1,0,0.0,0.0,nan
0.32,0.34,0.1,0.12,0,0.0,0.0,nan
0.32,0.34,0.12,0.14,0,0.0,0.0,nan
0.32,0.34,0.14,0.16,0,0.0,0.0,nan
0.32,0.34,0.16,0.18,0,0.0,0.0,nan
0.32,0.34,0.18,0.2,0,0.0,0.0,nan
0.32,0.34,0.2,0.22,0,0.0,0.0,nan
0.32,0.34,0.22,0.24,0,0.0,0.0,nan
0.32,0.34,0.24,0.26,0,0.0,0.0,nan
0.32,0.34,0.26,0.28,0,0.0,0.0,nan
0.32,0.34,0.28,0.3,0,0.0,0.0,nan
0.32,0.34,0.3,0.32,0,0.0,0.0,nan
0.32,0.34,0.32,0.34,0,0.0,0.0,nan
0.32,0.34,0.34,0.36,0,0.0,0.0,nan
0.32,0.34,0.36,0.38,0,0.0,0.0,nan
0.32,0.34,0.38,0.4,0,0.0,0.0,nan
0.32,0.34,0.4,0.42,0,0.0,0.0,nan
0.32,0.34,0.42,0.44,0,0.0,0.0,nan
0.32,0.34,0.44,0.46,0,0.0,0.0,nan
0.32,0.34,0.46,0.48,0,0.0,0.0,nan
0.32,0.34,0.48,0.5,0,0.0,0.0,nan
0.32,0.34,0.5,0.52,0,0.0,0.0,nan
0.32,0.34,0.52,0.54,0,0.0,0.0,nan
0.32,0.34,0.54,0.56,0,0.0,0.0,nan
0.32,0.34,0.56,0.58,0,0.0,0.0,nan
0.32,0.34,0.58,0.6,0,0.0,0.0,nan
0.32,0.34,0.6,0.62,0,0.0,0.0,nan
0.32,0.34,0.62,0.64,0,0.0,0.0,nan
0.32,0.34,0.64,0.66,0,0.0,0.0,nan
0.32,0.34,0.66,0.68,46,0.000446792909822855,44.6792909822855,0.19758501617542887
0.32,0.34,0.68,0.7000000000000001,76,0.0008794201059271247,87.94201059271248,-1.273442256155786
0.32,0.34,0.7000000000000001,0.72,77,0.0008447769233298114,84.47769233298114,-0.8135730827136775
0.32,0.34,0.72,0.74,90,0.0008168618058506797,81.68618058506797,0.9198696537879337
0.32,0.34,0.74,0.76,74,0.000794868599743018,79.4868599743018,-0.615426519375848
0.32,0.34,0.76,0.78,73,0.0007781653205685014,77.81653205685014,-0.5460073877603255
0.32,0.34,0.78,0.8,75,0.0007662737530013536,76.62737530013536,-0.18590700103656363
0.32,0.34,0.8,0.8200000000000001,91,0.0007588543479505311,75.88543479505311,1.7350677801282466
0.32,0.34,0.8200000000000001,0.84,70,0.0007556956796815459,75.56956796815459,-0.6406901372568192
0.32,0.34,0.84,0.86,73,0.0007567079597063292,75.67079597063292,-0.30702699444094633
0.32,0.34,0.86,0.88,88,0.0007619203027792879,76.1920302779288,1.352759080066249
0.32,0.34,0.88,0.9,79,0.0007714816178218411,77.1481617821841,0.21083380730298348
0.32,0.34,0.9,0.92,86,0.0007856651653829004,78.56651653829003,0.8386362494917701
0.32,0.34,0.92,0.9400000000000001,75,0.0008048769948835723,80.48769948835722,-0.6116818071040514
0.32,0.34,0.9400000000000001,0.96,73,0.0008296686612193384,82.96686612193383,-1.0942241150584293
0.32,0.34,0.96,0.98,91,0.0008607548345458475,86.07548345458476,0.5307913851989596
0.32,0.34,0.98,1.0,89,0.0008990366752384395,89.90366752384395,-0.09530594029181012
0.34,0.36,0.0,0.02,0,0.0,0.0,nan
0.34,0.36,0.02,0.04,0,0.0,0.0,nan
0.34,0.36,0.04,0.06,0,0.0,0.0,nan
0.34,0.36,0.06,0.08,0,0.0,0.0,nan
0.34,0.36,0.08,0.1,0,0.0,0.0,nan
